video_name,frame_idx,active_side,elbow_angle,hip_angle,knee_angle,hip_deviation,label,error_type
Copy of push up 129.mp4,75,right,175.44,166.07,162.56,-0.0171,1,benar
Copy of push up 129.mp4,76,right,175.35,165.98,163.05,-0.0181,1,benar
Copy of push up 129.mp4,77,right,175.38,165.31,162.75,-0.0197,1,benar
Copy of push up 129.mp4,78,right,175.49,165.47,162.53,-0.0188,1,benar
Copy of push up 129.mp4,79,right,175.47,165.49,162.67,-0.019,1,benar
Copy of push up 129.mp4,80,right,175.36,165.58,162.71,-0.0188,1,benar
Copy of push up 129.mp4,81,right,175.39,165.48,162.6,-0.019,1,benar
Copy of push up 129.mp4,82,right,175.47,165.62,162.62,-0.0185,1,benar
Copy of push up 129.mp4,83,right,175.59,165.45,162.37,-0.0187,1,benar
Copy of push up 129.mp4,84,right,175.48,165.48,162.86,-0.0193,1,benar
Copy of push up 137.mp4,1,right,156.0,172.67,151.31,0.0115,1,benar
Copy of push up 137.mp4,2,right,151.6,174.87,152.32,0.0181,1,benar
Copy of push up 137.mp4,3,right,146.26,173.14,152.02,0.0136,1,benar
Copy of push up 137.mp4,4,right,139.64,170.9,151.18,0.008,1,benar
Copy of push up 137.mp4,5,right,132.99,166.93,151.99,-0.0035,1,benar
Copy of push up 137.mp4,6,right,124.06,165.37,153.33,-0.0082,1,benar
Copy of push up 137.mp4,7,right,116.85,164.99,155.14,-0.0106,1,benar
Copy of push up 137.mp4,8,right,109.33,163.47,152.0,-0.0104,1,benar
Copy of push up 137.mp4,9,right,104.03,161.61,147.15,-0.0099,1,benar
Copy of push up 137.mp4,10,right,99.18,159.13,145.0,-0.0139,1,benar
Copy of push up 137.mp4,11,right,95.03,159.42,143.91,-0.0118,1,benar
Copy of push up 137.mp4,12,right,89.4,158.27,144.19,-0.0151,1,benar
Copy of push up 137.mp4,13,right,82.8,158.07,142.26,-0.0136,1,benar
Copy of push up 137.mp4,14,right,75.86,156.44,142.18,-0.0167,1,benar
Copy of push up 137.mp4,15,right,71.05,156.46,140.84,-0.0146,1,benar
Copy of push up 137.mp4,16,right,67.44,157.93,142.28,-0.0131,1,benar
Copy of push up 137.mp4,17,right,65.67,158.34,140.78,-0.0104,1,benar
Copy of push up 137.mp4,18,right,64.45,161.44,142.37,-0.0047,1,benar
Copy of push up 137.mp4,19,right,57.31,155.85,139.86,-0.0143,1,benar
Copy of push up 137.mp4,20,right,55.21,154.36,140.67,-0.0178,1,benar
Copy of push up 137.mp4,21,right,58.83,155.27,139.2,-0.0152,1,benar
Copy of push up 137.mp4,22,right,60.02,155.16,138.91,-0.0154,1,benar
Copy of push up 137.mp4,23,right,65.53,159.15,139.54,-0.0073,1,benar
Copy of push up 137.mp4,24,right,76.0,162.08,140.72,-0.0024,1,benar
Copy of push up 137.mp4,25,right,85.82,162.96,142.55,-0.0029,1,benar
Copy of push up 137.mp4,26,right,95.21,165.29,143.45,0.0009,1,benar
Copy of push up 137.mp4,27,right,108.13,164.36,143.85,-0.0032,1,benar
Copy of push up 137.mp4,28,right,115.04,166.52,141.69,0.0033,1,benar
Copy of push up 137.mp4,29,right,122.82,167.13,143.22,0.0048,1,benar
Copy of push up 137.mp4,30,right,127.31,169.0,147.58,0.0053,1,benar
Copy of push up 137.mp4,31,right,132.55,171.38,149.71,0.0102,1,benar
Copy of push up 137.mp4,32,right,141.52,169.19,149.65,0.0047,1,benar
Copy of push up 137.mp4,33,right,147.92,172.82,152.15,0.0134,1,benar
Copy of push up 137.mp4,34,right,155.43,172.37,151.44,0.0139,1,benar
Copy of push up 137.mp4,35,right,158.91,173.74,151.44,0.0185,1,benar
Copy of push up 137.mp4,36,right,158.24,173.6,152.16,0.0165,1,benar
Copy of push up 137.mp4,37,right,156.98,172.57,152.98,0.0122,1,benar
Copy of push up 137.mp4,38,right,156.88,173.15,153.01,0.0142,1,benar
Copy of push up 137.mp4,39,right,156.36,171.83,152.55,0.0101,1,benar
Copy of push up 137.mp4,40,right,156.06,171.71,152.31,0.0103,1,benar
Copy of push up 137.mp4,41,right,155.89,171.99,152.41,0.011,1,benar
Copy of push up 137.mp4,42,right,155.74,172.05,152.44,0.011,1,benar
Copy of push up 137.mp4,43,right,155.96,172.24,152.46,0.0115,1,benar
Copy of push up 137.mp4,44,right,156.3,172.32,152.15,0.0126,1,benar
Copy of push up 137.mp4,45,right,156.21,172.25,152.0,0.0128,1,benar
Copy of push up 137.mp4,46,right,156.3,172.28,152.08,0.0125,1,benar
Copy of push up 137.mp4,47,right,156.38,172.32,152.09,0.0126,1,benar
Copy of push up 137.mp4,48,right,156.33,172.15,152.02,0.0121,1,benar
Copy of push up 137.mp4,49,right,156.0,172.08,151.97,0.0119,1,benar
Copy of push up 137.mp4,50,right,156.07,172.32,152.05,0.0125,1,benar
Copy of push up 137.mp4,51,right,156.1,172.26,152.23,0.0122,1,benar
Copy of push up 137.mp4,52,right,156.08,172.34,152.21,0.0125,1,benar
Copy of push up 137.mp4,53,right,156.08,172.43,152.42,0.0125,1,benar
Copy of push up 137.mp4,54,right,156.28,172.95,152.17,0.0144,1,benar
Copy of push up 137.mp4,55,right,156.43,172.9,152.8,0.0137,1,benar
Copy of push up 137.mp4,56,right,156.41,172.89,152.86,0.0135,1,benar
Copy of push up 137.mp4,57,right,156.46,173.25,153.04,0.0145,1,benar
Copy of push up 137.mp4,58,right,156.48,173.36,153.15,0.0146,1,benar
Copy of push up 137.mp4,59,right,156.64,173.69,151.47,0.0177,1,benar
Copy of push up 137.mp4,60,right,156.66,173.45,152.38,0.016,1,benar
Copy of push up 137.mp4,61,right,156.8,174.03,152.77,0.0174,1,benar
Copy of push up 137.mp4,62,right,156.98,174.06,153.32,0.0169,1,benar
Copy of push up 137.mp4,63,right,156.99,174.03,153.63,0.0164,1,benar
Copy of push up 137.mp4,64,right,157.06,174.03,153.72,0.0162,1,benar
Copy of push up 137.mp4,65,right,157.23,174.05,153.73,0.0163,1,benar
Copy of push up 137.mp4,66,right,157.27,174.14,153.64,0.0171,1,benar
Copy of push up 137.mp4,67,right,157.38,174.0,153.62,0.0168,1,benar
Copy of push up 137.mp4,68,right,157.39,174.17,153.7,0.0173,1,benar
Copy of push up 137.mp4,69,right,157.27,174.12,153.89,0.0167,1,benar
Copy of push up 137.mp4,70,right,157.26,174.18,153.3,0.0173,1,benar
Copy of push up 137.mp4,71,right,157.42,174.12,153.35,0.0171,1,benar
Copy of push up 138.mp4,1,right,158.17,172.22,151.38,0.0105,1,benar
Copy of push up 138.mp4,2,right,157.67,174.52,151.36,0.0192,1,benar
Copy of push up 138.mp4,3,right,156.84,175.75,153.01,0.0228,1,benar
Copy of push up 138.mp4,4,right,154.14,174.15,151.34,0.0194,1,benar
Copy of push up 138.mp4,5,right,146.13,171.58,151.49,0.0105,1,benar
Copy of push up 138.mp4,6,right,139.6,168.54,151.04,0.0019,1,benar
Copy of push up 138.mp4,7,right,132.65,164.99,151.8,-0.0079,1,benar
Copy of push up 138.mp4,8,right,126.25,163.34,148.66,-0.0092,1,benar
Copy of push up 138.mp4,9,right,120.28,162.33,147.22,-0.01,1,benar
Copy of push up 138.mp4,10,right,115.01,161.98,146.64,-0.01,1,benar
Copy of push up 138.mp4,11,right,107.3,162.11,145.7,-0.008,1,benar
Copy of push up 138.mp4,12,right,100.95,160.73,143.54,-0.0085,1,benar
Copy of push up 138.mp4,13,right,95.8,159.96,143.0,-0.0094,1,benar
Copy of push up 138.mp4,14,right,88.13,160.39,144.21,-0.0095,1,benar
Copy of push up 138.mp4,15,right,81.73,160.01,142.96,-0.009,1,benar
Copy of push up 138.mp4,16,right,74.04,158.46,143.27,-0.0123,1,benar
Copy of push up 138.mp4,17,right,68.68,159.24,144.01,-0.0108,1,benar
Copy of push up 138.mp4,18,right,64.76,161.34,145.16,-0.007,1,benar
Copy of push up 138.mp4,19,right,63.98,162.58,143.46,-0.0026,1,benar
Copy of push up 138.mp4,20,right,66.13,162.57,141.34,-0.001,1,benar
Copy of push up 138.mp4,21,right,65.76,162.22,140.36,-0.0011,1,benar
Copy of push up 138.mp4,22,right,64.27,160.72,138.58,-0.0035,1,benar
Copy of push up 138.mp4,23,right,62.63,158.7,138.29,-0.0076,1,benar
Copy of push up 138.mp4,24,right,64.17,159.79,138.59,-0.0056,1,benar
Copy of push up 138.mp4,25,right,68.38,160.64,137.56,-0.0032,1,benar
Copy of push up 138.mp4,26,right,76.66,162.46,140.04,-0.0013,1,benar
Copy of push up 138.mp4,27,right,82.97,163.56,142.54,-0.0011,1,benar
Copy of push up 138.mp4,28,right,92.99,162.5,142.81,-0.0046,1,benar
Copy of push up 138.mp4,29,right,103.19,161.64,144.98,-0.0092,1,benar
Copy of push up 138.mp4,30,right,112.02,161.67,145.39,-0.0093,1,benar
Copy of push up 138.mp4,31,right,121.23,166.66,148.32,-0.0003,1,benar
Copy of push up 138.mp4,32,right,127.17,165.55,148.75,-0.0041,1,benar
Copy of push up 138.mp4,33,right,132.65,167.3,149.43,0.0,1,benar
Copy of push up 138.mp4,34,right,141.5,169.89,152.19,0.0041,1,benar
Copy of push up 138.mp4,35,right,148.69,172.85,152.31,0.0132,1,benar
Copy of push up 138.mp4,36,right,155.51,173.95,151.68,0.0185,1,benar
Copy of push up 138.mp4,37,right,158.5,173.59,151.11,0.0187,1,benar
Copy of push up 138.mp4,38,right,159.52,174.89,153.33,0.0199,1,benar
Copy of push up 138.mp4,39,right,159.6,173.71,154.09,0.0142,1,benar
Copy of push up 138.mp4,40,right,159.65,174.28,154.6,0.0152,1,benar
Copy of push up 138.mp4,41,right,160.0,174.46,155.09,0.0159,1,benar
Copy of push up 138.mp4,42,right,159.3,173.29,155.11,0.012,1,benar
Copy of push up 138.mp4,43,right,159.05,173.07,155.08,0.0114,1,benar
Copy of push up 138.mp4,44,right,158.7,172.66,155.25,0.0095,1,benar
Copy of push up 138.mp4,45,right,158.77,172.68,155.71,0.009,1,benar
Copy of push up 138.mp4,46,right,159.0,172.68,155.55,0.0092,1,benar
Copy of push up 138.mp4,47,right,158.9,172.9,155.38,0.0106,1,benar
Copy of push up 138.mp4,48,right,158.79,172.35,155.01,0.0094,1,benar
Copy of push up 138.mp4,49,right,158.58,171.92,154.74,0.0081,1,benar
Copy of push up 138.mp4,50,right,158.59,172.35,154.45,0.0102,1,benar
Copy of push up 138.mp4,51,right,158.62,172.69,154.69,0.011,1,benar
Copy of push up 138.mp4,52,right,158.66,172.49,154.99,0.0096,1,benar
Copy of push up 138.mp4,53,right,158.7,172.6,155.06,0.0097,1,benar
Copy of push up 138.mp4,54,right,158.71,172.61,155.14,0.0096,1,benar
Copy of push up 138.mp4,55,right,158.93,172.77,154.95,0.0107,1,benar
Copy of push up 138.mp4,56,right,158.91,172.61,154.74,0.0107,1,benar
Copy of push up 138.mp4,57,right,158.79,172.58,154.6,0.0109,1,benar
Copy of push up 138.mp4,58,right,158.6,172.22,154.41,0.0103,1,benar
Copy of push up 138.mp4,59,right,158.69,172.83,154.63,0.0118,1,benar
Copy of push up 138.mp4,60,right,158.68,172.7,154.99,0.0105,1,benar
Copy of push up 138.mp4,61,right,158.73,172.55,155.54,0.0089,1,benar
Copy of push up 138.mp4,62,right,158.72,172.66,155.22,0.0099,1,benar
Copy of push up 138.mp4,63,right,158.72,172.55,155.28,0.0097,1,benar
Copy of push up 138.mp4,64,right,158.73,172.69,155.23,0.0104,1,benar
Copy of push up 138.mp4,65,right,158.76,172.65,155.52,0.0095,1,benar
Copy of push up 138.mp4,66,right,158.76,172.67,155.61,0.0093,1,benar
Copy of push up 138.mp4,67,right,158.73,172.41,155.54,0.0085,1,benar
Copy of push up 138.mp4,68,right,158.67,172.65,154.86,0.0107,1,benar
Copy of push up 138.mp4,69,right,158.49,172.5,154.67,0.0107,1,benar
Copy of push up 138.mp4,70,right,158.44,172.55,154.54,0.0105,1,benar
Copy of push up 138.mp4,71,right,158.37,172.56,154.65,0.0104,1,benar
Copy of push up 138.mp4,72,right,158.35,172.51,154.4,0.0109,1,benar
Copy of push up 138.mp4,73,right,158.36,172.55,154.39,0.011,1,benar
Copy of push up 138.mp4,74,right,158.48,172.51,154.97,0.0097,1,benar
Copy of push up 141.mp4,1,right,164.71,174.89,153.22,0.0184,1,benar
Copy of push up 141.mp4,2,right,164.6,177.59,154.48,0.0274,1,benar
Copy of push up 141.mp4,3,right,164.76,178.06,154.65,0.0295,1,benar
Copy of push up 141.mp4,4,right,164.76,177.48,154.0,0.0285,1,benar
Copy of push up 141.mp4,5,right,164.95,177.34,154.61,0.0269,1,benar
Copy of push up 141.mp4,6,right,165.08,177.91,154.69,0.029,1,benar
Copy of push up 141.mp4,7,right,165.15,177.29,154.38,0.0271,1,benar
Copy of push up 141.mp4,8,right,164.95,177.14,154.23,0.0267,1,benar
Copy of push up 141.mp4,9,right,164.59,176.98,153.92,0.0263,1,benar
Copy of push up 141.mp4,10,right,163.81,176.51,153.91,0.0245,1,benar
Copy of push up 141.mp4,11,right,162.24,176.44,153.79,0.0241,1,benar
Copy of push up 141.mp4,12,right,160.26,175.08,153.59,0.0191,1,benar
Copy of push up 141.mp4,13,right,157.17,174.0,153.17,0.0156,1,benar
Copy of push up 141.mp4,14,right,154.35,173.53,154.15,0.0126,1,benar
Copy of push up 141.mp4,15,right,149.59,173.03,155.01,0.0097,1,benar
Copy of push up 141.mp4,16,right,144.47,171.82,155.28,0.0055,1,benar
Copy of push up 141.mp4,17,right,140.05,171.01,156.3,0.0024,1,benar
Copy of push up 141.mp4,18,right,136.23,167.89,155.87,-0.0054,1,benar
Copy of push up 141.mp4,19,right,132.13,164.14,152.22,-0.0113,1,benar
Copy of push up 141.mp4,20,right,126.49,163.16,150.25,-0.0116,1,benar
Copy of push up 141.mp4,21,right,121.62,163.12,148.91,-0.0105,1,benar
Copy of push up 141.mp4,22,right,114.97,160.72,145.2,-0.0131,1,benar
Copy of push up 141.mp4,23,right,110.05,158.88,145.05,-0.0164,1,benar
Copy of push up 141.mp4,24,right,104.78,158.36,143.26,-0.0157,1,benar
Copy of push up 141.mp4,25,right,101.08,158.52,141.2,-0.0129,1,benar
Copy of push up 141.mp4,26,right,92.31,158.6,140.66,-0.0113,1,benar
Copy of push up 141.mp4,27,right,86.09,160.01,139.63,-0.0065,1,benar
Copy of push up 141.mp4,28,right,78.43,159.46,137.42,-0.0048,1,benar
Copy of push up 141.mp4,29,right,73.24,161.73,140.83,-0.0019,1,benar
Copy of push up 141.mp4,30,right,70.08,161.25,142.68,-0.0047,1,benar
Copy of push up 141.mp4,31,right,69.13,160.35,139.93,-0.0043,1,benar
Copy of push up 141.mp4,32,right,65.38,161.98,140.81,-0.001,1,benar
Copy of push up 141.mp4,33,right,64.99,164.08,142.6,0.0015,1,benar
Copy of push up 141.mp4,34,right,63.99,161.89,142.83,-0.0034,1,benar
Copy of push up 141.mp4,35,right,63.77,160.0,141.92,-0.0064,1,benar
Copy of push up 141.mp4,36,right,61.71,157.97,142.0,-0.011,1,benar
Copy of push up 141.mp4,37,right,61.08,156.15,139.45,-0.0128,1,benar
Copy of push up 141.mp4,38,right,60.37,154.61,138.03,-0.0146,1,benar
Copy of push up 141.mp4,39,right,61.77,155.98,139.19,-0.0127,1,benar
Copy of push up 141.mp4,40,right,62.19,155.98,137.37,-0.0111,1,benar
Copy of push up 141.mp4,41,right,68.2,157.61,135.0,-0.0055,1,benar
Copy of push up 141.mp4,42,right,73.29,163.25,143.18,-0.0003,1,benar
Copy of push up 141.mp4,43,right,81.03,167.94,143.69,0.0092,1,benar
Copy of push up 141.mp4,44,right,93.24,167.97,139.53,0.0117,1,benar
Copy of push up 141.mp4,45,right,102.07,167.65,138.65,0.0105,1,benar
Copy of push up 141.mp4,46,right,110.89,169.67,142.16,0.0117,1,benar
Copy of push up 141.mp4,47,right,117.42,168.58,142.59,0.009,1,benar
Copy of push up 141.mp4,48,right,125.65,168.97,145.22,0.0076,1,benar
Copy of push up 141.mp4,49,right,132.77,172.07,153.17,0.0085,1,benar
Copy of push up 141.mp4,50,right,141.3,174.18,157.16,0.0109,1,benar
Copy of push up 141.mp4,51,right,149.31,172.54,153.93,0.0098,1,benar
Copy of push up 141.mp4,52,right,156.55,173.56,152.81,0.015,1,benar
Copy of push up 141.mp4,53,right,160.22,174.48,153.08,0.0182,1,benar
Copy of push up 141.mp4,54,right,162.96,176.01,156.43,0.0192,1,benar
Copy of push up 141.mp4,55,right,163.47,175.43,156.21,0.0176,1,benar
Copy of push up 141.mp4,56,right,163.22,173.93,156.38,0.0122,1,benar
Copy of push up 141.mp4,57,right,162.0,174.11,156.73,0.0121,1,benar
Copy of push up 141.mp4,58,right,162.23,175.42,157.15,0.0162,1,benar
Copy of push up 141.mp4,59,right,162.14,175.78,157.26,0.0174,1,benar
Copy of push up 141.mp4,60,right,162.05,176.22,156.64,0.0204,1,benar
Copy of push up 141.mp4,61,right,162.03,176.29,156.81,0.0201,1,benar
Copy of push up 141.mp4,62,right,162.02,176.72,157.69,0.0208,1,benar
Copy of push up 141.mp4,63,right,162.05,177.23,159.08,0.0207,1,benar
Copy of push up 141.mp4,64,right,162.03,177.06,158.84,0.0204,1,benar
Copy of push up 141.mp4,65,right,161.99,176.91,158.62,0.02,1,benar
Copy of push up 141.mp4,66,right,162.06,176.81,158.43,0.02,1,benar
Copy of push up 141.mp4,67,right,162.07,177.07,158.86,0.0206,1,benar
Copy of push up 141.mp4,68,right,162.02,177.4,159.65,0.0206,1,benar
Copy of push up 141.mp4,69,right,162.04,177.51,159.84,0.0208,1,benar
Copy of push up 141.mp4,70,right,162.11,177.72,160.32,0.0208,1,benar
Copy of push up 141.mp4,71,right,161.94,177.88,159.8,0.0224,1,benar
Copy of push up 141.mp4,72,right,161.98,177.3,158.29,0.0224,1,benar
Copy of push up 141.mp4,73,right,162.06,177.46,158.11,0.0233,1,benar
Copy of push up 141.mp4,74,right,161.97,177.61,158.91,0.0225,1,benar
Copy of push up 141.mp4,75,right,162.01,177.67,159.49,0.0216,1,benar
Copy of push up 141.mp4,76,right,162.02,177.13,158.97,0.0205,1,benar
Copy of push up 141.mp4,77,right,162.04,177.01,158.36,0.0208,1,benar
Copy of push up 141.mp4,78,right,162.07,176.72,157.75,0.0204,1,benar
Copy of push up 141.mp4,79,right,162.07,177.22,159.06,0.0204,1,benar
Copy of push up 141.mp4,80,right,162.01,176.79,157.53,0.0212,1,benar
Copy of push up 141.mp4,81,right,162.02,176.91,157.85,0.0215,1,benar
Copy of push up 141.mp4,82,right,162.04,176.63,157.22,0.0214,1,benar
Copy of push up 141.mp4,83,right,162.06,176.58,157.28,0.0208,1,benar
Copy of push up 141.mp4,84,right,162.01,177.08,158.59,0.0207,1,benar
Copy of push up 141.mp4,85,right,162.01,176.67,157.78,0.0205,1,benar
Copy of push up 141.mp4,86,right,162.02,176.66,157.63,0.0205,1,benar
Copy of push up 141.mp4,87,right,161.98,176.46,157.59,0.0199,1,benar
Copy of push up 141.mp4,88,right,161.93,177.07,159.17,0.0199,1,benar
Copy of push up 141.mp4,89,right,161.96,177.32,159.23,0.021,1,benar
Copy of push up 141.mp4,90,right,162.01,176.81,158.05,0.021,1,benar
Copy of push up 141.mp4,91,right,161.97,176.28,156.89,0.0207,1,benar
Copy of push up 188.mp4,1,right,174.27,168.03,166.08,-0.0088,1,benar
Copy of push up 188.mp4,2,right,174.38,171.24,171.43,-0.0081,1,benar
Copy of push up 188.mp4,3,right,174.51,172.06,173.31,-0.0084,1,benar
Copy of push up 188.mp4,4,right,174.46,172.67,173.87,-0.0078,1,benar
Copy of push up 188.mp4,5,right,174.38,173.22,174.34,-0.0072,1,benar
Copy of push up 188.mp4,6,right,174.08,173.45,175.03,-0.0075,1,benar
Copy of push up 188.mp4,7,right,174.02,174.42,176.32,-0.0069,1,benar
Copy of push up 188.mp4,8,right,174.04,173.83,176.61,-0.0083,1,benar
Copy of push up 188.mp4,9,right,174.0,174.78,178.09,-0.008,1,benar
Copy of push up 188.mp4,10,right,173.93,174.76,178.05,-0.008,1,benar
Copy of push up 188.mp4,11,right,173.78,174.55,178.65,-0.009,1,benar
Copy of push up 188.mp4,12,right,173.8,174.78,178.82,-0.0088,1,benar
Copy of push up 188.mp4,13,right,173.76,174.79,178.91,-0.0089,1,benar
Copy of push up 188.mp4,14,right,173.72,175.57,179.26,-0.008,1,benar
Copy of push up 188.mp4,15,right,173.66,175.43,179.17,-0.008,1,benar
Copy of push up 188.mp4,16,right,173.62,175.54,179.23,-0.008,1,benar
Copy of push up 188.mp4,17,right,173.36,175.27,179.24,-0.0085,1,benar
Copy of push up 188.mp4,18,right,173.07,175.7,179.28,-0.008,1,benar
Copy of push up 188.mp4,19,right,172.85,175.69,179.26,-0.0081,1,benar
Copy of push up 188.mp4,20,right,172.38,176.44,179.05,-0.007,1,benar
Copy of push up 188.mp4,21,right,170.48,175.18,179.26,-0.0089,1,benar
Copy of push up 188.mp4,22,right,165.97,176.76,178.41,-0.0071,1,benar
Copy of push up 188.mp4,23,right,157.78,176.75,178.71,-0.0066,1,benar
Copy of push up 188.mp4,24,right,147.21,176.53,178.29,-0.0046,1,benar
Copy of push up 188.mp4,25,right,135.13,176.27,175.28,-0.0022,1,benar
Copy of push up 188.mp4,26,right,124.75,177.74,175.7,0.0,1,benar
Copy of push up 188.mp4,27,right,116.47,178.2,176.14,0.0005,1,benar
Copy of push up 188.mp4,28,right,106.79,176.32,174.87,-0.0016,1,benar
Copy of push up 188.mp4,29,right,87.73,178.53,175.64,0.0015,1,benar
Copy of push up 188.mp4,30,right,87.33,178.12,175.88,0.0062,1,benar
Copy of push up 188.mp4,31,right,81.97,176.91,176.46,0.0077,1,benar
Copy of push up 188.mp4,32,right,76.24,176.48,178.09,0.007,1,benar
Copy of push up 188.mp4,33,right,75.4,176.49,178.21,0.0069,1,benar
Copy of push up 188.mp4,34,right,75.21,176.85,178.92,0.0056,1,benar
Copy of push up 188.mp4,35,right,77.62,178.78,172.44,0.0045,1,benar
Copy of push up 188.mp4,36,right,77.71,178.04,173.79,0.0021,1,benar
Copy of push up 188.mp4,37,right,77.12,179.36,176.23,0.0029,1,benar
Copy of push up 188.mp4,38,right,76.82,178.0,178.13,0.0045,1,benar
Copy of push up 188.mp4,39,right,76.27,178.12,178.33,0.0041,1,benar
Copy of push up 188.mp4,40,right,75.43,178.0,177.47,0.005,1,benar
Copy of push up 188.mp4,41,right,75.72,178.14,176.81,0.0054,1,benar
Copy of push up 188.mp4,42,right,75.52,178.7,174.99,0.0059,1,benar
Copy of push up 188.mp4,43,right,76.01,178.82,172.49,0.0078,1,benar
Copy of push up 188.mp4,44,right,75.8,178.85,171.16,0.0089,1,benar
Copy of push up 188.mp4,45,right,74.59,179.04,170.32,0.0092,1,benar
Copy of push up 188.mp4,46,right,76.81,178.05,170.63,0.0107,1,benar
Copy of push up 188.mp4,47,right,84.31,174.41,170.99,0.0163,1,benar
